ID_occurrence	src.lang	fr1	KWIC.fr	fr2	lemma.fr	meaning.fr	es	form.fr	form.cs	form.en	form.es	form.it	form.pl	form.ru	dimension1	dimension2
201	ru	NA	Jetant	un cri affreux , le buffetier se rua dans l’ escalier .	jeter	sim	Andréi Fókich gritó desesperado y bajó corriendo .	part	VF.coord	ing.part	VF.coord	PP	VF.coord	Cvb.pt.pf	0.31755236496048644	-0.13462690045886258
202	cs	Son âme voulait ainsi montrer que , tout en	désapprouvant	ce qui était en train de se produire , elle avait choisi de rester neutre .	désapprouver	concess	El alma pretendía así poner en evidencia que no estaba de acuerdo con lo que sucedía , pero que había decidido mantenerse neutral .	ger	VF.sub.adv	VF.sub.compl	VF.sub.compl	ger	VF.sub.compl	adj	-0.24758909064260412	0.0566668844642659
204	fr	"" Ah ! monsieur … monsieur Fogg ! "" s' écria la jeune femme , en	saisissant	les mains de son compagnon qu' elle couvrit de larmes .	saisir	concom	-¡ Ah ! ¡ míster … míster Fogg ! -exclamó la joven , asiendo las manos de su compañero bañándolas de lágrimas .	ger	VF.coord	ing.part	ger	ger	Cvb.ps.impf	Cvb.pt.pf	-0.289636786768372	-0.11220882504704328
206	fr	Le Parsi se jucha sur le cou de l' éléphant , et à neuf heures l' animal ,	quittant	la bourgade , s' enfonçait par le plus court dans l' épaisse forêt de lataniers .	quitter	sim	El parsi se colocó sobre el cuello del elefante , y a las nueve salían del villorrio y penetraban por el camino más corto en la frondosa selva de esas palmeras asiáticas llamadas plataneros .	part	VF.coord	VF.coord	VF.coord	ger	VF.main	VF.main	0.23602047348126737	-0.18252661190520889
208	fr	Mrs . Aouda s' était retirée dans une chambre de la gare , et là , seule , elle attendait ,	songeant	à Phileas Fogg , à cette générosité simple et grande , à ce tranquille courage .	songer	sim	Mistress Aouda se había retirado a un cuarto de la estación , y allí sola aguardó , pensando en Phileas Fogg , en su sencilla y graciosa generosidad y en su sereno valor .	part	PP	ing.part	ger	ger	Cvb.ps.impf	VF.main	-0.06820103018633378	0.21092425905974427
210	fr	Puis , sa pensée la reportant aux scènes du sutty , ses regards	revoyant	cette terre indienne où tant de dangers l' attendaient encore , elle fut prise d' un frisson de terreur .	revoir	cause	Y después , llevándola su pensamiento a las escenas del "" sutty "" , y viendo sus miradas esa tierra indígena donde tantos peligros la amenazaban , fue acometida de un estremecimiento de terror .	part	VF.coord	VF.coord	ger	ger	VF.sub.adv	VF.main	0.1471342717572684	-0.01235834558380884
211	de	Mais je suis venu tout de même ,	pensant	que je pourrais attendre ici ;	penser	cause	No obstante , aquí estoy , he pensado que podía esperar , es domingo , tengo tiempo y no estorbo .	part	VF.main	VF.main	VF.coord	VF.coord	VF.coord	VF.main	0.43724938244386363	-0.1542152641804962
212	ru	Cette fois , Annouchka oublia complètement le but de sa sortie et demeura dans l’ escalier , se signant à tour de bras ,	suffoquant	et parlant toute seule .	suffoquer	depictive	Anushka ya se había olvidado del objetivo de su salida , se quedó en la escalera , suspirando , santiguándose y hablando a solas .	part	VF.coord	ing.part	ger	ger	VF.coord	Cvb.ps.impf	0.06306590986708394	0.014341379228190839
213	fr	A l' arrivée de la machine , Mrs . Aouda avait quitté la gare , et s'	adressant	au conducteur :	s'adresser	concom	Al llegar la máquina , mistress Aouda preguntó al conductor :	part	Cvb.ps.impf	VF.coord	VF.main	ger	VF.coord	VF.main	0.185242328375218	-0.11498381410959647
214	cs	de fait , il y avait une pompe devant l' entrée , et la grosse quadragénaire , sans doute flattée du titre décerné à son fils , riait en	donnant	un billet au cavalier ( quêteur ) qui quémandait :	donner	sim	en efecto , delante de la casa había un surtidor pintado de verde y una mujer gorda de unos cuarenta años , seguramente satisfecha por el título adjudicado a su hijo , se sonrió y le dio a uno de los jinetes ( al recaudador ) que gritaba	ger	VF.coord	VF.coord	VF.coord	ger	VF.coord	Cvb.ps.impf	-0.07108658548835432	-0.3748888239204532
215	it	Elles vivaient dans l’ humilité en	reconnaissant	le pouvoir de l’ Église , elles ne s’ arrogèrent jamais le don de la prophétie !	reconnaître	manner	¡ Vivían en la humildad reconociendo el poder de la iglesia , no se arrogaron jamás el don de la profecía !	ger	VF.coord	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.34166624851769994	-0.04447740873420173
217	de	il ne lui en fut que plus pénible d’ apercevoir en	refermant	, par la porte qui donnait sur la salle à manger , Mlle Montag causant tranquillement avec le capitaine Lanz ;	refermer	sim	Por eso le fue tanto más penoso percibir , al volver a cerrar la habitación , que cerca de la puerta que daba al comedor , la señorita Montag conversaba con el capitán Lanz .	ger	VF.sub.adv	ing.part	InfP	VF.sub.adv	Cvb.ps.impf	Cvb.ps.impf	-0.3276476521984595	0.11650028751638716
219	cs	Elle les essuya en	disant	:	dire	concom	Se las secó y dijo :	ger	VF.coord	VF.coord	VF.coord	ger	Cvb.ps.impf	VF.main	-0.12957241141033166	-0.36764832181899065
220	fr	Sa nature reprenait le dessus , il s' incriminait , il s' accusait , il se traitait comme s' il eût été le directeur de la police métropolitaine ,	admonestant	un agent pris en flagrant délit de naïveté .	admonester	simil/compar	Se reconvenía a sí mismo , se acusaba , se trataba como si hubiera sido el director de la policía metropolitana , amonestando a un agente sorprendido en flagrante delito de candidez .	part	VF.sub.adv	VF.coord	ger	InfP	VF.sub.rel	VF.sub.compl	0.15747664504115602	0.1892075038267086
221	cs	« C' est un cadeau de Pavel » , et elle me racontait l' histoire de cette breloque , offerte autrefois par une jeune Russe amoureuse à son compatriote Sacha	partant	pour la longue guerre dont le dernier acte l' amena jusqu' à Prague , qu' il sauva du désastre mais où , lui , trouva sa perte .	partir	attributive	«Me lo dio Pavel» y me contó la historia del colgante , que al parecer había sido entregado hacía muchos años por una muchacha rusa enamorada a un muchacho ruso , Sasha , que partía para la gran guerra , al final de la cual llegó hasta Praga , a la que salvó de la perdición pero que fue la perdición para él .	part	VF.sub.rel	VF.sub.rel	VF.sub.rel	VF.sub.rel	VF.sub.adv	VF.main	0.3941708302396649	0.31518755471236976
223	fr	Une liasse de bank-notes ,	formant	l' énorme somme de cinquante-cinq mille livres , avait été prise sur la tablette du caissier principal de la Banque d' Angleterre .	former	attributive	Un legajo de billetes de banco que formaba la enorme cantidad de cincuenta y cinco mil libras , había sido sustraído de la mesa del cajero principal del Banco de Inglaterra .	part	part	PP	VF.sub.rel	VF.sub.rel	part	PP	0.36734687028334884	0.3933418795027167
224	fr	Et alors , tandis que la lutte continuait , pendant que les balles se croisaient au-dessus de sa tête , retrouvant son agilité , sa souplesse de clown , se	faufilant	sous les wagons , s' accrochant aux chaînes , s' aidant du levier des freins et des longerons des châssis , rampant d' une voiture à l' autre avec une adresse merveilleuse , il gagna ainsi l' avant du train .	faufiler	concom	Y entonces , mientras la lucha continuaba y las balas se cruzaban por encima de su cabeza , recobrando su agilidad y flexibilidad de clown , arrastrándose colgado por debajo de los coches , y agarrándose , ora a las cadenas , ora a las palancas de freno , rastreándose de uno a otro vagón , con maravillosa destreza , llegó a la parte delantera del tren sin haber podido ser visto .	part	VF.coord	VF.coord	ger	ger	VF.coord	VF.main	0.16752282755335582	-0.1906848297264163
225	fr	Passepartout , qui avait consciencieusement étudié son programme , fut assez surpris en	voyant	Mr . Fogg , coupable d' inexactitude , apparaître à cette heure insolite .	voir	cause	Picaporte , que había empezado a estudiar concienzudamente su programa , quedó sorprendido al ver a míster Fogg culpable de inexactitud acudir a tan inusitada hora , pues , según la nota , el inquilino de Saville-Row no debía volver sino a medianoche .	ger	VF.sub.adv	InfP	InfP	ger	Cvb.ps.impf	VF.main	-0.2900000500142906	0.04031494854853339
227	de	– Il est juge d’ instruction , dit -elle en	prenant	la main de K. ( il l’ avait saisie par la taille ) et en jouant avec ses doigts .	prendre	concom	–Es juez de instrucción –dijo ella , tomó la mano de K , con la que él la abrazaba y jugó con sus dedos .	ger	VF.coord	ing.part	VF.coord	VF.coord	VF.coord	Cvb.pt.pf	0.06756645078795293	-0.42128821709268693
228	ru	Mais pour le moment ,	laissant	provisoirement cette histoire de côté , je tiens à vous dire que je vais me plaindre de vous à votre chef et lui raconter certaines choses à votre sujet , à la suite de quoi vous serez obligé de quitter votre poste entre ces deux portes aux vitres étincelantes .	laisser	concom	Pero ahora , dejando la historia para mejor ocasión , quiero advertirle que voy a dar una queja de usted al director : Le contaré unas cuantas cosas y me temo que usted tendrá que abandonar su puesto entre las relucientes lunas .	part	VF.main	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.14839158395351168	0.18012375445101375
229	cs	Elle l' imaginait criant ,	hochant	rapidement la tête de droite à gauche , haussant les épaules et les sourcils pour défendre l' enfant offensé .	hocher	concom	Se imaginaba cómo le gritaría y agitaría a la vez excitada la cabeza de un lado a otro , levantando los hombros y las cejas para defender al niño ofendido .	part	VF.coord	ing.part	VF.coord	ger	Cvb.ps.impf	Cvb.ps.impf	-0.010922302735126461	-0.07482805613399716
230	fr	En effet , en	marchant	vers l' est , Phileas Fogg allait au-devant du soleil , et , par conséquent les jours diminuaient pour lui d' autant de fois quatre minutes qu' il franchissait de degrés dans cette direction .	marcher	manner	En efecto , marchando hacia Oriente , Phileas Fogg iba al encuentro del sol , y por consiguiente , los días disminuían para él tantas veces cuatro minutos como grados recorría .	ger	PP	ing.ger	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.45760168025227854	0.06517239495427704
231	fr	Le revolver à la main , elle se défendait héroïquement ,	tirant	à travers les vitres brisées , lorsque quelque sauvage se présentait à elle .	tirer	concom	Con revólver en mano , se defendía heroicamente ; tirando por entre los cristales rotos , cuando asomaba algún salvaje .	part	Cvb.ps.impf	VF.sub.rel	ger	ger	Cvb.ps.impf	VF.main	-0.06386961019644892	0.11709495084660199
232	fr	Phileas Fogg et Fix , en	préservant	la jeune femme , furent horriblement bousculés .	préserver	cause	Phileas Fogg y Fix se vieron horriblemente atropellados al preservar a la joven Aouda .	ger	Cvb.ps.impf	PP	InfP	ger	Cvb.ps.impf	part	-0.3131618808160311	0.10319679676874517
234	fr	« Elle serait bien vexée , se dit-il , si elle voyait ça … elle tousserait énormément et ferait	semblant	de mourir pour échapper au ridicule .	faire semblant	gram	"" Si ella viese todo esto -se decía el principito- , se sentiría vejada , tosería muchísimo y simularía morir para escapar al ridículo .	part	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	VF.main	0.4626589440097591	-0.33120935228123816
235	cs	Rappelez -vous aussi cette scène superbe du Dominique de Fromentin : les deux amoureux , qui se sont aimés pendant des années sans se toucher , vont faire une promenade à cheval et la tendre , la fine , la délicate Madeleine a la cruauté inattendue de lancer sa monture dans un galop effréné ,	sachant	bien que Dominique est un piètre cavalier et risque fort de se tuer .	savoir	cause	Les recuerdo , si no , la magnífica escena del Dominique de Fromentin : los dos enamorados , que durante años se habían deseado y que jamás se habían tocado , salieron de paseo , y la tierna , fina , reservada Madeleine lanzó con inesperada crueldad su caballo a una carrera enloquecida , porque sabía que Dominique era un mal jinete y podía matarse .	part	VF.sub.adv	VF.sub.adv	VF.sub.adv	VF.sub.adv	Cvb.ps.impf	VF.main	0.09601813257968757	0.2537966301350365
240	cs	NA	Montrant	le dessin sur le mur , il dit :	montrer	concom	Se hizo un silencio y de pronto se echó a reír : señaló el dibujo en la pared .	part	VF.main	ing.part	VF.main	VF.main	VF.main	VF.main	0.2094023150720423	0.052100334423883767
241	it	Les rochers sont au contraire précisément à l’ endroit où la muraille finit ,	formant	comme une sorte de marche , et après commence la chute des litières .	former	attributive	En cambio , sí hay rocas en el sitio donde acaba la muralla : forman una especie de escalón desde el que cae el estiércol .	part	VF.sub.adv	ing.part	VF.coord	ger	Cvb.ps.impf	Cvb.ps.impf	-0.016532670840852973	0.21910148306389673
242	cs	En	arrivant	au Mont-de-Pierre , cette colline verdoyante qui se dresse au centre de Prague , elle s' aperçut avec stupeur qu' il n' y avait personne .	arriver	sim	Cuando llegó a la ladera de Petrin , esa colina verde que se alza en medio de Praga , advirtió con sorpresa que no había nadie .	ger	VF.sub.adv	ing.part	VF.sub.adv	VF.sub.adv	VF.sub.adv	Cvb.ps.impf	-0.22009514516304565	0.12152030140037179
243	cs	Je le dirai autrement : son amour pour la belle le ramena à l' état de puceau ; car en	prononçant	le mot « amour » , comme je l' ai dit en une autre occasion , tout Européen retourne , sur les ailes de l' enchantement , à l' état pré-coïtal ( ou extra-coïtal ) , à l' endroit où avait souffert le jeune Werther et où Dominique , dans le roman de Fromentin , avait failli tomber de cheval .	prononcer	cause	Lo diré de otro modo : el amor por la hermosa joven lo retrotrajo al estado virginal porque , como ya dije en otra ocasión , en cuanto un europeo pronuncia la palabra amor , regresa en alas del entusiasmo al pensamiento y la sensibilidad precoital ( o extracoital ) , exactamente al estado en que se hundió el joven Werther y en el que el Dominique de Fromentin casi se cayó del caballo .	ger	VF.sub.adv	ing.ger	VF.sub.adv	VF.sub.adv	Cvb.ps.impf	InfP	-0.25096268976926117	0.11640027361432335
